name,gender,age,class,fare,group,joined,job,boat,survival
"BENVILLE, Mr E.",0,42,Engine,,,Southampton,Fireman / Stoker,,0
"BESSANT, Mr William Edward",0,39,Engine,,,Southampton,Fireman / Stoker,,0
"BEVIS, Mr Joseph Henry",0,22,Engine,,,Southampton,Trimmer,,0
"BIDDLECOMBE, Mr Charles",0,33,Engine,,,Southampton,Fireman / Stoker,,0
"BIGGS, Mr Edward Charles",0,20,Engine,,,Southampton,Fireman / Stoker,,0
"BILLOW, Mr J.",0,20,Engine,,,Southampton,Trimmer,,0
"BINSTEAD, Mr Walter",0,19,Engine,,,Southampton,Trimmer,3,1
"BLACK, Mr Alexander",0,28,Engine,,,Southampton,Fireman / Stoker,,0
"BLACK, Mr D.",0,41,Engine,,,Southampton,Fireman / Stoker,,0
"BLACKMAN, Mr H.",0,24,Engine,,,Southampton,Fireman / Stoker,,0
"BLAKE, Mr Percival Albert",0,22,Engine,,,Southampton,Trimmer,,0
"BLAKE, Mr Seaton",0,26,Engine,,,Belfast,Mess Steward,,0
"BLAKE, Mr Thomas",0,36,Engine,,,Southampton,Fireman / Stoker,,0
"BLANEY, Mr James",0,29,Engine,,,Southampton,Fireman / Stoker,,0
"BLANN, Mr Eustace Horatius",0,21,Engine,,,Southampton,Fireman / Stoker,,0
"BOTT, Mr W.",0,44,Engine,,,Southampton,Greaser,,0
"BRADLEY, Mr Patrick Joseph",0,39,Engine,,,Southampton,Fireman / Stoker,,0
"BREWER, Mr Henry (""Harry"")",0,30,Engine,,,Southampton,Trimmer,,0
"BRIANT, Mr Albert",0,34,Engine,,,Southampton,Greaser,,0
"BROOKS, Mr J.",0,25,Engine,,,Southampton,Trimmer,,0
"BROWN, Mr John",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"BROWN, Mr Joseph James",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"BURROUGHS, Mr Arthur",0,35,Engine,,,Southampton,Fireman / Stoker,,0
"BURTON, Mr Edward John",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"BUTT, Mr William John",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"CALDERWOOD, Mr Hugh",0,30,Engine,,,Belfast,Trimmer,,0
"CANNER, Mr J.",0,40,Engine,,,Southampton,Fireman / Stoker,,0
"CARR, Mr Richard Stephen",0,37,Engine,,,Southampton,Trimmer,,0
"CARTER (BALL), Mr James (W.)",0,46,Engine,,,Southampton,Fireman / Stoker,,0
"CASEY, Mr T.",0,28,Engine,,,Southampton,Trimmer,,0
"CASTLEMAN, Mr Edward",0,37,Engine,,,Southampton,Greaser,,0
"CAVELL, Mr George Henry",0,22,Engine,,,Southampton,Trimmer,,0
"CHERRETT, Mr William Victor",0,24,Engine,,,Southampton,Fireman / Stoker,,0
"CHISNALL, Mr George Alexander",0,35,Engine,,,Belfast,Boilermaker,,0
"CHORLEY, Mr John",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"CLARK, Mr William",0,39,Engine,,,Southampton,Fireman / Stoker,,0
"COE, Mr Harry",0,21,Engine,,,Southampton,Trimmer,,0
"COLEMAN, Mr John",0,57,Engine,,,Belfast,Mess Steward,,0
"COLLINS, Mr Samuel",0,35,Engine,,,Southampton,Fireman / Stoker,1,1
"COMBES, Mr George",0,34,Engine,,,Southampton,Fireman / Stoker,,0
"COOPER, Mr Harry",0,26,Engine,,,Southampton,Fireman / Stoker,,0
"COOPER, Mr James",0,25,Engine,,,Southampton,Trimmer,,0
"COPPERTHWAITE, Mr B.",0,22,Engine,,,Southampton,Fireman / Stoker,,0
"CORCORAN, Mr Denny",0,33,Engine,,,Southampton,Fireman / Stoker,,0
"COTTON, Mr A.",0,9999,Engine,,,Southampton,Trimmer,,0
"COUCH, Mr Joseph Henry",0,45,Engine,,,Southampton,Greaser,,0
"COUPER, Mr Robert",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"COY, Mr Francis Ernest George",0,26,Engine,,,Belfast,Junior Assistant 3rd. Engineer,,0
"CRABB, Mr H.",0,23,Engine,,,Southampton,Trimmer,,0
"CREESE, Mr Henry Philip",0,44,Engine,,,Belfast,Deck Engineer,,0
"CRIMMINS, Mr James",0,21,Engine,,,Southampton,Fireman / Stoker,13,1
"CROSS, Mr W.",0,39,Engine,,,Southampton,Fireman / Stoker,,0
"CUNNINGHAM, Mr B.",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"CURTIS, Mr Arthur",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"DAVIES, Mr Thomas",0,33,Engine,,,Southampton,Leading Fireman,,0
"DAWSON, Mr Joseph",0,23,Engine,,,Southampton,Trimmer,,0
"DIAPER, Mr J",0,24,Engine,,,Southampton,Fireman / Stoker,,0
"DICKSON, Mr W.",0,36,Engine,,,Southampton,Trimmer,,0
"DILLEY, Mr John",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"DILLON, Mr Thomas Patrick",0,24,Engine,,,Southampton,Trimmer,,0
"DODD, Mr Edward Charles",0,38,Engine,,,Belfast,Junior 3rd. Engineer,,0
"DODDS, Mr Henry Watson",0,27,Engine,,,Southampton,Junior Assistant 4th Engineer,,0
"DOEL, Mr Frederick",0,22,Engine,,,Southampton,Fireman / Stoker,,0
"DORE, Mr A.",0,22,Engine,,,Southampton,Trimmer,,0
"DOYLE, Mr Laurence",0,27,Engine,,,Southampton,Fireman / Stoker,,0
"DUFFY, Mr William Luke",0,28,Engine,,,Belfast,Writer / Engineer's Clerk,,0
"DYER, Mr Henry Ryland",0,24,Engine,,,Belfast,Senior Assistant 4th. Engineer,,0
"DYMOND, Mr Frank",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"EAGLE, Mr A. J.",0,22,Engine,,,Southampton,Trimmer,,0
"EASTMAN, Mr Charles",0,44,Engine,,,Southampton,Greaser,,0
"ELLIOTT, Mr Everett Edward",0,24,Engine,,,Southampton,Trimmer,,0
"ERVINE, Mr Albert George",0,18,Engine,,,Belfast,Electrician,,0
"EVANS, Mr William",0,30,Engine,,,Southampton,Trimmer,,0
"FARQUHARSON, Mr William Edward",0,39,Engine,,,Belfast,Senior 2nd. Engineer,,0
"FAY, Mr Thomas Joseph",0,30,Engine,,,Southampton,Greaser,,0
"FERRARY, Mr Anton",0,34,Engine,,,Southampton,Trimmer,,0
"FERRIS, Mr W.",0,38,Engine,,,Southampton,Leading Fireman,,0
"FITZPATRICK, Mr Hugh J.",0,27,Engine,,,Belfast,Junior Boilermaker,,0
"FITZPATRICK, Mr Cecil William",0,21,Engine,,,Southampton,Mess Steward,,0
"FLARTY, Mr Edward",0,43,Engine,,,Southampton,Fireman / Stoker,,0
"FORD, Mr H.",0,22,Engine,,,Southampton,Trimmer,,0
"FORD, Mr Thomas",0,30,Engine,,,Southampton,Leading Fireman,,0
"FOSTER, Mr Albert C.",0,37,Engine,,,Belfast,Storekeeper,,0
"FRASER, Mr James",0,29,Engine,,,Belfast,Junior Assistant 3rd. Engineer,,0
"FRASER, Mr J.",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"FREDERICKS, Mr Walter Francis",0,20,Engine,,,Southampton,Trimmer,,0
"FRYER, Mr Albert Ernest",0,26,Engine,,,Southampton,Trimmer,,0
"GEER, Mr Alfred Emest",0,24,Engine,,,Southampton,Fireman / Stoker,,0
"GODLEY, Mr George",0,34,Engine,,,Southampton,Fireman / Stoker,,0
"GODWIN, Mr Frederick Walter",0,34,Engine,,,Southampton,Greaser,,0
"GOLDER, Mr M. W.",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"GORDON, Mr J.",0,29,Engine,,,Southampton,Trimmer,,0
"GOREE, Mr Frank",0,42,Engine,,,Southampton,Greaser,,0
"GOSLING, Mr Bertram James",0,22,Engine,,,Southampton,Trimmer,,0
"GOSLING, Mr S.",0,26,Engine,,,Southampton,Trimmer,,0
"GRADIDGE, Mr Ernest Edward",0,22,Engine,,,Southampton,Fireman / Stoker,,0
"GRAHAM, Mr Thomas G.",0,28,Engine,,,Belfast,Fireman / Stoker,,0
"GREEN, Mr George",0,20,Engine,,,Southampton,Trimmer,,0
"GREGORY, Mr David",0,40,Engine,,,Southampton,Greaser,,0
"GUMERY, Mr George",0,24,Engine,,,Southampton,Mess Steward,,0
"HAGGAN, Mr John",0,35,Engine,,,Belfast,Fireman / Stoker,3,1
"HALL, Mr J.",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"HALLETT, Mr George",0,22,Engine,,,Southampton,Fireman / Stoker,,0
"HANDS, Mr Bernard",0,53,Engine,,,Southampton,Fireman / Stoker,,0
"HANNAM, Mr George",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"HARRIS, Mr Amos Fred",0,21,Engine,,,Southampton,Trimmer,,0
"HARRIS, Mr Edward",0,28,Engine,,,Southampton,Fireman / Stoker,,0
"HARRIS, Mr Frederick",0,39,Engine,,,Southampton,Fireman / Stoker,,0
"HARRISON, Mr Norman E.",0,38,Engine,,,Belfast,Junior 2nd. Engineer,,0
"HART, Mr James",0,49,Engine,,,Southampton,Fireman / Stoker,,0
"HARVEY, Mr Herbert Gifford",0,34,Engine,,,Belfast,Junior Assistant 2nd. Engineer,,0
"HASLIN, Mr James",0,45,Engine,,,Southampton,Trimmer,,0
"HEAD, Mr A.",0,24,Engine,,,Southampton,Fireman / Stoker,,0
"HEBB, Mr A.",0,20,Engine,,,Southampton,Trimmer,,0
"HENDRICKSON, Mr Charles George",0,29,Engine,,,Southampton,Leading Fireman,1,1
"HESKETH, Mr John Henry",0,33,Engine,,,Belfast,Engineer,,0
"HILL, Mr James",0,25,Engine,,,Southampton,Trimmer,,0
"HINTON, Mr Stephen William",0,30,Engine,,,Southampton,Trimmer,,0
"HODGE, Mr Charles",0,29,Engine,,,Belfast,Senior Assistant 3rd. Engineer,,0
"HODGES, Mr W.",0,26,Engine,,,Southampton,Fireman / Stoker,,0
"HODGKINSON, Mr Leonard",0,46,Engine,,,Belfast,Senior 4th. Engineer,,0
"HOPGOOD, Mr Roland",0,22,Engine,,,Southampton,Fireman / Stoker,,0
"HOSGOOD, Mr Richard",0,22,Engine,,,Southampton,Fireman / Stoker,,0
"HOSKING, Mr George Fox",0,36,Engine,,,Belfast,Senior 3rd. Engineer,,0
"HUNT, Mr Albert",0,22,Engine,,,Southampton,Trimmer,,0
"HUNT, Mr Tom",0,28,Engine,,,Southampton,Fireman / Stoker,,0
"HURST, Mr Charles John",0,35,Engine,,,Southampton,Fireman / Stoker,,0
"HURST, Mr Walter",0,23,Engine,,,Southampton,Fireman / Stoker,,0
"INGRAM, Mr Charles",0,20,Engine,,,Southampton,Trimmer,,0
"INSTANCE, Mr T.",0,33,Engine,,,Southampton,Fireman / Stoker,,0
"JACOBSON, Mr John",0,29,Engine,,,Southampton,Fireman / Stoker,,0
"JAGO, Mr Joseph",0,27,Engine,,,Southampton,Greaser,,0
"JAMES, Mr Thomas",0,27,Engine,,,Southampton,Fireman / Stoker,,0
"JARVIS, Mr Walter",0,37,Engine,,,Southampton,Fireman / Stoker,,0
"JOAS, Mr N.",0,38,Engine,,,Southampton,Fireman / Stoker,,0
"JUDD, Mr Charles E.",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"JUKES, Mr James",0,35,Engine,,,Southampton,Greaser,,0
"JUPE, Mr Boykett Herbert",0,30,Engine,,,Southampton,Electrician,,0
"KASPER, Mr F.",0,40,Engine,,,Southampton,Fireman / Stoker,,0
"KEARL, Mr Charles Henry",0,43,Engine,,,Southampton,Greaser,,0
"KEARL, Mr G.",0,24,Engine,,,Southampton,Trimmer,,0
"KEEGAN, Mr James",0,38,Engine,,,Southampton,Leading Fireman,,0
"KELLY, Mr James",0,44,Engine,,,Southampton,Greaser,,0
"KELLY, Mr William",0,23,Engine,,,Belfast,Assistant Electrician,,0
"KEMISH, Mr George",0,24,Engine,,,Southampton,Fireman / Stoker,,0
"KEMP, Mr Thomas Hulman",0,43,Engine,,,Belfast,Extra Assistant 4th Engineer (Refrigeration),,0
"KENCHENTEN, Mr Frederick",0,37,Engine,,,Southampton,Greaser,,0
"KENZLER, Mr Augustus",0,43,Engine,,,Belfast,Storekeeper,,0
"KERR, Mr Thomas",0,26,Engine,,,Southampton,Fireman / Stoker,,0
"KINSELLA, Mr L.",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"KIRKHAM, Mr J.",0,39,Engine,,,Southampton,Greaser,,0
"KNOWLES, Mr Thomas",0,42,Engine,,,Southampton,Fireman Messman,,0
"LAHY, Mr T. E.",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"LEE, Mr H.",0,18,Engine,,,Southampton,Trimmer,,0
"LIGHT, Mr Christopher William",0,20,Engine,,,Southampton,Fireman / Stoker,,0
"LIGHT, Mr W.",0,47,Engine,,,Southampton,Fireman / Stoker,,0
"LINDSAY, Mr William Charles",0,30,Engine,,,Southampton,Fireman / Stoker,3,1
"LLOYD, Mr W.",0,29,Engine,,,Southampton,Fireman / Stoker,,0
"LONG, Mr F.",0,28,Engine,,,Southampton,Trimmer,,0
"LONG, Mr W.",0,30,Engine,,,Southampton,Trimmer,,0
"MACKIE, Mr William Dickson",0,32,Engine,,,Belfast,Junior 5th. Engineer,,0
"MAJOR, Mr William James",0,32,Engine,,,Southampton,Fireman / Stoker,13,1
"MARRETT, Mr G.",0,22,Engine,,,Southampton,Fireman / Stoker,,0
"MARSH, Mr Frederick Charles",0,39,Engine,,,Southampton,Fireman / Stoker,,0
"MASKELL, Mr Leopold Adolphus",0,25,Engine,,,Southampton,Trimmer,,0
"MASON, Mr Frank Archibald Robert",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"MASON, Mr J.",0,39,Engine,,,Southampton,Leading Fireman,,0
"MAY, Mr Arthur",0,24,Engine,,,Southampton,Fireman / Stoker,,0
"MAY, Mr Arthur William",0,60,Engine,,,Southampton,Fireman Messman,,0
"MAYO, Mr William Peter",0,27,Engine,,,Southampton,Leading Fireman,,0
"MAYZES, Mr Thomas",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"MCANDREW, Mr Thomas",0,36,Engine,,,Southampton,Fireman / Stoker,,0
"MCANDREWS, Mr William",0,23,Engine,,,Southampton,Fireman / Stoker,,0
"MCCASTLAN, Mr W.",0,38,Engine,,,Southampton,Fireman / Stoker,,0
"MCGANN, Mr James",0,26,Engine,,,Southampton,Trimmer,,0
"MCGARVEY, Mr Edward Joseph",0,34,Engine,,,Southampton,Fireman / Stoker,,0
"MCGAW, Mr Eroll V.",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"MCGREGOR, Mr J.",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"MCINERNEY, Mr Thomas",0,37,Engine,,,Southampton,Greaser,,0
"MCINTYRE, Mr William",0,21,Engine,,,Southampton,Trimmer,,0
"MCQUILLAN, Mr William",0,26,Engine,,,Belfast,Fireman / Stoker,,0
"MCRAE, Mr William Alexander",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"MCREYNOLDS, Mr William",0,22,Engine,,,Belfast,Junior 6th. Engineer,,0
"MIDDLETON, Mr Alfred Pirrie",0,26,Engine,,,Belfast,Electrician,,0
"MILFORD, Mr George",0,28,Engine,,,Southampton,Fireman / Stoker,,0
"MILLAR, Mr Robert",0,26,Engine,,,Belfast,Extra 5th Engineer,,0
"MILLAR, Mr Thomas",0,33,Engine,,,Belfast,Deck Enginer,,0
"MINTRAM, Mr William",0,46,Engine,,,Southampton,Fireman / Stoker,,0
"MITCHELL, Mr Lawrence",0,18,Engine,,,Southampton,Trimmer,,0
"MOORE, Mr John J.",0,29,Engine,,,Southampton,Fireman / Stoker,,0
"MOORE, Mr Ralph William",0,21,Engine,,,Southampton,Trimmer,,0
"MOORES, Mr Richard Henry",0,44,Engine,,,Southampton,Greaser,,0
"MORELL, Mr R.",0,21,Engine,,,Southampton,Trimmer,,0
"MORGAN, Mr Arthur Herbert",0,27,Engine,,,Southampton,Trimmer,,0
"MORGAN, Mr Thomas A.",0,26,Engine,,,Southampton,Fireman / Stoker,,0
"MORRIS, Mr Arthur",0,30,Engine,,,Southampton,Greaser,,0
"MORRIS, Mr W.",0,24,Engine,,,Southampton,Trimmer,,0
"MOYES, Mr William Young",0,23,Engine,,,Belfast,Senior 6th. Engineer,,0
"MURDOCH, Mr William John",0,33,Engine,,,Southampton,Fireman / Stoker,,0
"NETTLETON, Mr George",0,28,Engine,,,Southampton,Fireman / Stoker,,0
"NEWMAN, Mr Charles Thomas",0,33,Engine,,,Southampton,Assistant Storekeeper,,0
"NOON, Mr John",0,35,Engine,,,Southampton,Fireman / Stoker,,0
"NORRIS, Mr J.",0,23,Engine,,,Southampton,Fireman / Stoker,,0
"NOSS, Mr Bertram Arthur",0,21,Engine,,,Southampton,Fireman / Stoker,,0
"NOSS, Mr Henry",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"NUTBEAN, Mr William",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"O'CONNOR, Mr John",0,25,Engine,,,Southampton,Trimmer,,0
"OLIVE, Mr Charles",0,31,Engine,,,Southampton,Greaser,,0
"OLIVER, Mr Harry",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"OTHEN, Mr Charles",0,35,Engine,,,Southampton,Fireman / Stoker,,0
"PAICE, Mr Richard Charles John",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"PAINTER, Mr Charles",0,31,Engine,,,Southampton,Fireman / Stoker,,0
"PAINTER, Mr Frank Frederick",0,29,Engine,,,Southampton,Fireman / Stoker,,0
"PALLES, Mr Thomas",0,42,Engine,,,Belfast,Greaser,,0
"PARSONS, Mr Frank Alfred",0,26,Engine,,,Belfast,Senior 5th. Engineer,,0
"PEARCE, Mr John",0,28,Engine,,,Southampton,Fireman / Stoker,,0
"PELHAM, Mr George",0,39,Engine,,,Southampton,Trimmer,16,1
"PERRY, Mr Edgar Lionel",0,19,Engine,,,Southampton,Trimmer,,0
"PERRY, Mr H.",0,23,Engine,,,Southampton,Trimmer,,0
"PHILLIPS, Mr A. G.",0,27,Engine,,,Southampton,Greaser,,0
"PITFIELD, Mr William James",0,25,Engine,,,Southampton,Greaser,,0
"PODESTA, Mr John Alexander",0,24,Engine,,,Southampton,Fireman / Stoker,,0
"POND, Mr George",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"PRANGNELL, Mr George Alexander",0,30,Engine,,,Southampton,Greaser,,0
"PRESTON, Mr Thomas Charles Alfred",0,20,Engine,,,Southampton,Trimmer,,0
"PRIEST, Mr Arthur John",0,24,Engine,,,Southampton,Fireman / Stoker,,0
"PROUDFOOT, Mr Richard",0,23,Engine,,,Southampton,Trimmer,,0
"PUGH, Mr Percy",0,31,Engine,,,Southampton,Leading Fireman,,0
"PUSEY, Mr Robert William",0,24,Engine,,,Southampton,Fireman / Stoker,1,1
"RANGER, Mr Thomas",0,29,Engine,,,Southampton,Greaser,4,1
"READ, Mr J.",0,21,Engine,,,Southampton,Trimmer,,0
"READ, Mr Robert",0,30,Engine,,,Southampton,Trimmer,,0
"REEVES, Mr F.",0,31,Engine,,,Southampton,Fireman / Stoker,,0
"RICE, Mr Charles",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"RICHARDS, Mr Joseph James",0,28,Engine,,,Southampton,Fireman / Stoker,,0
"RICKMAN, Mr George Albert",0,36,Engine,,,Southampton,Fireman / Stoker,,0
"ROBERTS, Mr Robert George",0,35,Engine,,,Southampton,Fireman / Stoker,,0
"ROUS, Mr Arthur J.",0,26,Engine,,,Belfast,Plumber,,0
"RUDD, Mr Henry",0,23,Engine,,,Southampton,Assistant Storekeeper,,0
"RUTTER (GRAVES), Mr Sidney Frank",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"SANGSTER, Mr Charles",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"SAUNDERS, Mr F.",0,23,Engine,,,Southampton,Fireman / Stoker,,0
"SAUNDERS, Mr Walter Edward",0,23,Engine,,,Southampton,Trimmer,,0
"SAUNDERS, Mr W.",0,23,Engine,,,Southampton,Fireman / Stoker,,0
"SCOTT, Mr Frederick William",0,28,Engine,,,Southampton,Greaser,,0
"SCOTT, Mr Archibald",0,40,Engine,,,Southampton,Fireman / Stoker,,0
"SELF, Mr Alfred Henry",0,39,Engine,,,Southampton,Greaser,,0
"SELF, Mr Edward",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"SENIOR, Mr Harry",0,31,Engine,,,Southampton,Fireman / Stoker,,0
"SHEA, Mr Thomas",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"SHEATH, Mr Frederick",0,20,Engine,,,Southampton,Trimmer,1,1
"SHEPHERD, Mr Jonathan",0,32,Engine,,,Southampton,Junior Assistant 2nd. Engineer,,0
"SHIERS, Mr Alfred Charles",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"SHILLABEER, Mr Charles Frederick",0,20,Engine,,,Southampton,Trimmer,,0
"SKEATES, Mr William",0,26,Engine,,,Southampton,Trimmer,,0
"SLOAN, Mr Peter",0,31,Engine,,,Belfast,Chief Electrician,,0
"SMALL, Mr William",0,40,Engine,,,Southampton,Leading Fireman,,0
"SMITH, Mr Emest George",0,26,Engine,,,Southampton,Trimmer,,0
"SMITH, Mr James M.",0,35,Engine,,,Belfast,Junior 4th. Engineer,,0
"SMITHER, Mr Harry John",0,22,Engine,,,Southampton,Fireman / Stoker,,0
"SNELLGROVE, Mr G.",0,40,Engine,,,Southampton,Fireman / Stoker,,0
"SNOOKS, Mr W.",0,26,Engine,,,Southampton,Trimmer,,0
"SNOW, Mr Eustace Philip",0,21,Engine,,,Southampton,Trimmer,,0
"SPARKMAN, Mr H.",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"STANBROOK, Mr Alfred Augustus",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"STEEL, Mr Robert Edward",0,9999,Engine,,,Southampton,Trimmer,,0
"STOCKER, Mr H.",0,20,Engine,,,Southampton,Trimmer,,0
"STREET, Mr Thomas Albert",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"STUBBS, Mr James Henry",0,28,Engine,,,Southampton,Fireman / Stoker,,0
"SULLIVAN, Mr S.",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"TAYLOR, Mr J.",0,42,Engine,,,Southampton,Fireman / Stoker,,0
"TAYLOR, Mr James",0,24,Engine,,,Southampton,Fireman / Stoker,1,1
"TAYLOR, Mr John",0,50,Engine,,,Southampton,Fireman / Stoker,,0
"TAYLOR, Mr William Henry",0,26,Engine,,,Southampton,Fireman / Stoker,,0
"THOMAS, Mr Joseph",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"THOMPSON, Mr John William",0,35,Engine,,,Southampton,Fireman / Stoker,A,1
"THRELFALL, Mr Thomas",0,44,Engine,,,Southampton,Leading Fireman,,0
"THRESHER, Mr George Terrill",0,25,Engine,,,Southampton,Fireman / Stoker,9,1
"TIZARD, Mr Arthur",0,31,Engine,,,Southampton,Fireman / Stoker,,0
"TOZER, Mr James",0,30,Engine,,,Southampton,Greaser,,0
"TRIGGS, Mr Robert",0,40,Engine,,,Southampton,Fireman / Stoker,,0
"TURLEY, Mr Richard",0,35,Engine,,,Belfast,Fireman / Stoker,,0
"VAN DER BRUGGE, Mr Wessel Adrianus",0,42,Engine,,,Southampton,Fireman / Stoker,,0
"VEAL, Mr Arthur",0,35,Engine,,,Southampton,Greaser,,0
"VEAR, Mr H.",0,32,Engine,,,Southampton,Fireman / Stoker,,0
"VEAR, Mr William",0,33,Engine,,,Southampton,Fireman / Stoker,,0
"WARD, Mr Arthur",0,24,Engine,,,Belfast,Junior Assistant 4th. Engineer,,0
"WARD, Mr J.",0,31,Engine,,,Southampton,Leading Fireman,,0
"WARDNER, Mr Albert",0,39,Engine,,,Southampton,Fireman / Stoker,,0
"WATERIDGE, Mr Edward Lewis",0,25,Engine,,,Southampton,Fireman / Stoker,,0
"WATSON, Mr W.",0,27,Engine,,,Southampton,Fireman / Stoker,,0
"WATTS, Mr",0,36,Engine,,,Southampton,Trimmer,,0
"WEBB, Mr S.",0,28,Engine,,,Southampton,Trimmer,,0
"WEBBER, Mr Francis Albert",0,31,Engine,,,Southampton,Leading Fireman,,0
"WHITE, Mr Alfred",0,32,Engine,,,Southampton,Greaser,,0
"WHITE, Mr Frank Leonard",0,28,Engine,,,Southampton,Trimmer,,0
"WHITE, Mr William George",0,23,Engine,,,Southampton,Trimmer,,0
"WILLIAMS, Mr Samuel S.",0,26,Engine,,,Southampton,Fireman / Stoker,,0
"WILSON, Mr Bertie",0,28,Engine,,,Belfast,Senior Assistant 2nd. Engineer,,0
"WILTON, Mr William",0,45,Engine,,,Southampton,Trimmer,,0
"WITCHER, Mr Albert Ernest",0,39,Engine,,,Southampton,Fireman / Stoker,,0
"WITT, Mr Henry Dennis",0,37,Engine,,,Southampton,Fireman / Stoker,,0
"WOOD, Mr Henry",0,30,Engine,,,Southampton,Trimmer,,0
"WOODFORD, Mr Frederick",0,40,Engine,,,Southampton,Greaser,,0
"WYETH, Mr James",0,26,Engine,,,Southampton,Fireman / Stoker,,0
"YOUNG, Mr Francis James",0,30,Engine,,,Southampton,Fireman / Stoker,,0
"ABBOTT, Mr Ernest Owen",0,21,Victualling,,,Southampton,Lounge Pantry Steward,,0
"AHIER, Mr Percy Snowden",0,20,Victualling,,,Southampton,Saloon Steward,,0
"AKERMAN, Mr Albert",0,28,Victualling,,,Southampton,Steward,,0
"AKERMAN, Mr Joseph Francis",0,35,Victualling,,,Southampton,Assistant Pantryman Steward,,0
"ALLAN, Mr Robert Spencer",0,36,Victualling,,,Southampton,Bed Room Steward,,0
"ALLEN, Mr George",0,26,Victualling,,,Southampton,Scullion,,0
"ALLEN, Mr Frederick",0,17,Victualling,,,Southampton,Lift Steward,,0
"ALLSOP, Mr Frank Richard",0,41,Victualling,,,Belfast,Saloon Steward,,0
"ANDERSON, Mr Walter J.",0,48,Victualling,,,Southampton,Bed Room Steward,,0
"ANDREWS, Mr Charles Edward",0,19,Victualling,,,Southampton,Assistant Saloon Steward,16,1
"ASHCROFT, Mr Austin Aloysius",0,26,Victualling,,,Southampton,Clerk,,0
"ASHE, Mr Henry Wellesley",0,32,Victualling,,,Southampton,Glory Hole Steward,,0
"AYLING, Mr George Edwin",0,22,Victualling,,,Southampton,Assistant Vegetable Cook,,0
"BACK, Mr Charles Frederick",0,32,Victualling,,,Belfast,Assistant Lounge Steward,,0
"BAGGOTT, Mr Allen Marden",0,28,Victualling,,,Southampton,Saloon Steward,,0
"BAGLEY, Mr Edward Ernest",0,31,Victualling,,,Southampton,Saloon Steward,,0
"BAILEY, Mr George Francis",0,36,Victualling,,,Belfast,Saloon Steward,,0
"BALL, Mr Percy",0,19,Victualling,,,Southampton,Plate Steward,,0
"BARKER, Mr Albert Vale",0,19,Victualling,,,Southampton,Baker,,0
"BARKER, Mr Ernest T.",0,37,Victualling,,,Southampton,Saloon Steward,,0
"BARKER, Mr Reginald Lomond",0,40,Victualling,,,Belfast,Purser,,0
"BARLOW, Mr George",0,36,Victualling,,,Southampton,Bed Room Steward,,0
"BARNES, Mr Frederick",0,37,Victualling,,,Southampton,Baker,,0
"BARRATT, Mr Arthur",0,15,Victualling,,,Southampton,Bell Boy,,0
"BARRINGER, Mr Arthur William",0,33,Victualling,,,Belfast,Saloon Steward,,0
"BARROW, Mr Harry",0,35,Victualling,,,Southampton,Butcher,,0
"BARROWS, Mr William",0,32,Victualling,,,Southampton,Saloon Steward,,0
"BARTON, Mr Sidney John",0,25,Victualling,,,Southampton,Steward,,0
"BAXTER, Mr Harry Ross",0,51,Victualling,,,Southampton,Steward,,0
"BAXTER, Mr Thomas Ferguson",0,48,Victualling,,,Southampton,Linen Steward,,0
